opened_at,closed_at,symbol,side,quantity,entry_price,exit_price,pnl,fees
2026-09-18T21:03:32.652978+00:00,2026-09-18T21:03:32.653651+00:00,BTC/USDT,buy,0.05000000,30201.369798,29835.324065,-18.302287,1.491766
2026-09-18T21:03:32.667049+00:00,2026-09-18T21:03:32.669177+00:00,BTC/USDT,buy,0.05000000,30649.087116,30624.781750,-1.215268,1.531239
2026-09-18T21:03:32.670289+00:00,2026-09-18T21:03:32.671725+00:00,BTC/USDT,buy,0.05000000,31305.121197,31357.607978,2.624339,1.567880
2026-09-18T21:03:32.672499+00:00,2026-09-18T21:03:32.675019+00:00,BTC/USDT,buy,0.05000000,31813.365550,32341.564562,26.409951,1.617078
2026-09-18T21:03:32.781190+00:00,2026-09-18T21:03:32.788224+00:00,BTC/USDT,buy,0.05000000,31449.224193,31398.848807,-2.518769,1.569942
2026-09-18T21:03:32.791490+00:00,2026-09-18T21:03:32.793161+00:00,BTC/USDT,buy,0.05000000,31489.422654,31407.178481,-4.112209,1.570359
2026-09-18T21:03:32.845563+00:00,2026-09-18T21:03:32.848427+00:00,BTC/USDT,buy,0.05000000,29950.975596,29981.371891,1.519815,1.499069
2026-09-18T21:03:32.849094+00:00,2026-09-18T21:03:32.852011+00:00,BTC/USDT,buy,0.05000000,30294.455484,31045.932780,37.573865,1.552297
2026-09-18T21:03:32.859508+00:00,2026-09-18T21:03:32.860010+00:00,BTC/USDT,buy,0.05000000,31676.246430,31214.896156,-23.067514,1.560745
2026-09-18T21:03:32.861495+00:00,2026-09-18T21:03:32.862658+00:00,BTC/USDT,buy,0.05000000,31827.296930,31357.139201,-23.507886,1.567857
2026-09-18T21:03:32.878060+00:00,2026-09-18T21:03:32.878991+00:00,BTC/USDT,buy,0.05000000,31081.078727,30634.616515,-22.323111,1.531731
2026-09-18T21:03:32.881629+00:00,2026-09-18T21:03:32.883431+00:00,BTC/USDT,buy,0.05000000,30971.952159,30783.234962,-9.435860,1.539162
2026-09-18T21:03:32.888127+00:00,2026-09-18T21:03:32.890237+00:00,BTC/USDT,buy,0.05000000,31037.258149,30967.327747,-3.496520,1.548366
2026-09-18T21:03:32.892141+00:00,2026-09-18T21:03:32.895074+00:00,BTC/USDT,buy,0.05000000,31424.479710,31441.393779,0.845703,1.572070
2026-09-18T21:03:32.897663+00:00,2026-09-18T21:03:32.898301+00:00,BTC/USDT,buy,0.05000000,31745.835303,31203.931117,-27.095209,1.560197
