opened_at,closed_at,symbol,side,quantity,entry_price,exit_price,pnl,fees
2026-09-18T21:03:32.661739+00:00,2026-09-18T21:03:32.739800+00:00,BTC/USDT,buy,0.05000000,30649.087116,32027.272282,68.909258,1.601364
2026-09-18T21:03:32.801494+00:00,2026-09-18T21:03:32.817136+00:00,BTC/USDT,buy,0.05000000,31693.326607,31100.593563,-29.636652,1.555030
2026-09-18T21:03:32.982367+00:00,2026-09-18T21:03:32.997198+00:00,BTC/USDT,buy,0.05000000,30166.275444,31003.217796,41.847118,1.550161
2026-09-18T21:03:32.998989+00:00,2026-09-18T21:03:33.001125+00:00,BTC/USDT,buy,0.05000000,31827.296930,31222.896911,-30.220001,1.561145
2026-09-18T21:03:33.047679+00:00,2026-09-18T21:03:33.050500+00:00,BTC/USDT,buy,0.05000000,31188.155715,30675.292878,-25.643142,1.533765
2026-09-18T21:03:33.054194+00:00,2026-09-18T21:03:33.057688+00:00,BTC/USDT,buy,0.05000000,31175.504040,30814.701207,-18.040142,1.540735
2026-09-18T21:03:33.058948+00:00,2026-09-18T21:03:33.071638+00:00,BTC/USDT,buy,0.05000000,31424.479710,31288.267160,-6.810627,1.564413
2026-09-18T21:03:33.088133+00:00,2026-09-18T21:03:33.119949+00:00,BTC/USDT,buy,0.05000000,31891.972063,32370.793266,23.941060,1.618540
2026-09-18T21:03:33.133918+00:00,2026-09-18T21:03:33.158027+00:00,BTC/USDT,buy,0.05000000,32854.181152,33517.082702,33.145078,1.675854
2026-09-18T21:03:33.175044+00:00,2026-09-18T21:03:33.177000+00:00,BTC/USDT,buy,0.05000000,34935.463357,34324.185244,-30.563906,1.716209
2026-09-18T21:03:33.184577+00:00,2026-09-18T21:03:33.188211+00:00,BTC/USDT,buy,0.05000000,35019.034694,34858.158392,-8.043815,1.742908
2026-09-18T21:03:33.197884+00:00,2026-09-18T21:03:33.200679+00:00,BTC/USDT,buy,0.05000000,35483.623125,35087.591317,-19.801590,1.754380
2026-09-18T21:03:33.238262+00:00,2026-09-18T21:03:33.245062+00:00,BTC/USDT,buy,0.05000000,33078.603951,33771.533370,34.646471,1.688577
2026-09-18T21:03:33.247385+00:00,2026-09-18T21:03:33.247789+00:00,BTC/USDT,buy,0.05000000,34563.698224,34173.883611,-19.490731,1.708694
2026-09-18T21:03:33.249737+00:00,2026-09-18T21:03:33.250268+00:00,BTC/USDT,buy,0.05000000,34757.482258,34194.316845,-28.158271,1.709716
2026-09-18T21:03:33.337361+00:00,2026-09-18T21:03:33.341574+00:00,BTC/USDT,buy,0.05000000,33379.374002,32997.409623,-19.098219,1.649870
2026-09-18T21:03:33.357999+00:00,2026-09-18T21:03:33.362501+00:00,BTC/USDT,buy,0.05000000,33405.967381,32937.088697,-23.443934,1.646854
