timestamp,equity
2026-09-18T21:03:32.525442+00:00,10000.000000
2026-09-18T21:04:32.525442+00:00,10000.000000
2026-09-18T21:05:32.525442+00:00,10000.000000
2026-09-18T21:06:32.525442+00:00,10000.000000
2026-09-18T21:07:32.525442+00:00,10000.000000
2026-09-18T21:08:32.525442+00:00,10000.000000
2026-09-18T21:09:32.525442+00:00,10000.000000
2026-09-18T21:10:32.525442+00:00,10000.000000
2026-09-18T21:11:32.525442+00:00,10000.000000
2026-09-18T21:12:32.525442+00:00,10000.000000
2026-09-18T21:13:32.525442+00:00,10000.000000
2026-09-18T21:14:32.525442+00:00,10000.000000
2026-09-18T21:15:32.525442+00:00,10000.000000
2026-09-18T21:16:32.525442+00:00,10000.000000
2026-09-18T21:17:32.525442+00:00,10000.000000
2026-09-18T21:18:32.525442+00:00,10000.000000
2026-09-18T21:19:32.525442+00:00,10000.000000
2026-09-18T21:20:32.525442+00:00,10000.000000
2026-09-18T21:21:32.525442+00:00,10000.000000
2026-09-18T21:22:32.525442+00:00,10000.000000
2026-09-18T21:23:32.525442+00:00,10000.000000
2026-09-18T21:24:32.525442+00:00,10000.000000
2026-09-18T21:25:32.525442+00:00,10000.000000
2026-09-18T21:26:32.525442+00:00,10000.000000
2026-09-18T21:27:32.525442+00:00,10000.000000
2026-09-18T21:28:32.525442+00:00,10000.000000
2026-09-18T21:29:32.525442+00:00,10000.000000
2026-09-18T21:30:32.525442+00:00,10000.000000
2026-09-18T21:31:32.525442+00:00,10000.000000
2026-09-18T21:32:32.525442+00:00,10000.000000
2026-09-18T21:33:32.525442+00:00,10000.000000
2026-09-18T21:34:32.525442+00:00,9997.735275
2026-09-18T21:35:32.525442+00:00,10005.191176
2026-09-18T21:36:32.525442+00:00,10005.040073
2026-09-18T21:37:32.525442+00:00,10001.941642
2026-09-18T21:38:32.525442+00:00,9995.155457
2026-09-18T21:39:32.525442+00:00,9978.695879
2026-09-18T21:40:32.525442+00:00,9978.695879
2026-09-18T21:41:32.525442+00:00,9978.695879
2026-09-18T21:42:32.525442+00:00,9978.695879
2026-09-18T21:43:32.525442+00:00,9978.695879
2026-09-18T21:44:32.525442+00:00,9978.695879
2026-09-18T21:45:32.525442+00:00,9978.695879
2026-09-18T21:46:32.525442+00:00,9978.695879
2026-09-18T21:47:32.525442+00:00,9978.695879
2026-09-18T21:48:32.525442+00:00,9978.695879
2026-09-18T21:49:32.525442+00:00,9978.695879
2026-09-18T21:50:32.525442+00:00,9978.695879
2026-09-18T21:51:32.525442+00:00,9978.695879
2026-09-18T21:52:32.525442+00:00,9978.695879
2026-09-18T21:53:32.525442+00:00,9978.695879
2026-09-18T21:54:32.525442+00:00,9978.695879
2026-09-18T21:55:32.525442+00:00,9978.695879
2026-09-18T21:56:32.525442+00:00,9978.695879
2026-09-18T21:57:32.525442+00:00,9978.695879
2026-09-18T21:58:32.525442+00:00,9976.397580
2026-09-18T21:59:32.525442+00:00,9977.155724
2026-09-18T22:00:32.525442+00:00,9980.373420
2026-09-18T22:01:32.525442+00:00,9981.815993
2026-09-18T22:02:32.525442+00:00,9978.112896
2026-09-18T22:03:32.525442+00:00,9976.941180
2026-09-18T22:04:32.525442+00:00,9967.909194
2026-09-18T22:05:32.525442+00:00,9970.916478
2026-09-18T22:06:32.525442+00:00,9967.425235
2026-09-18T22:07:32.525442+00:00,9967.472475
2026-09-18T22:08:32.525442+00:00,9981.368340
2026-09-18T22:09:32.525442+00:00,9993.132251
2026-09-18T22:10:32.525442+00:00,9993.110121
2026-09-18T22:11:32.525442+00:00,9988.869059
2026-09-18T22:12:32.525442+00:00,9989.285934
2026-09-18T22:13:32.525442+00:00,9988.285392
2026-09-18T22:14:32.525442+00:00,9999.115309
2026-09-18T22:15:32.525442+00:00,9989.876748
2026-09-18T22:16:32.525442+00:00,9986.533478
2026-09-18T22:17:32.525442+00:00,9974.416917
2026-09-18T22:18:32.525442+00:00,9974.416917
2026-09-18T22:19:32.525442+00:00,9974.416917
2026-09-18T22:20:32.525442+00:00,9974.416917
2026-09-18T22:21:32.525442+00:00,9974.416917
2026-09-18T22:22:32.525442+00:00,9974.416917
2026-09-18T22:23:32.525442+00:00,9974.416917
2026-09-18T22:24:32.525442+00:00,9974.416917
2026-09-18T22:25:32.525442+00:00,9974.416917
2026-09-18T22:26:32.525442+00:00,9974.416917
2026-09-18T22:27:32.525442+00:00,9972.069424
2026-09-18T22:28:32.525442+00:00,9975.153835
2026-09-18T22:29:32.525442+00:00,9973.794501
2026-09-18T22:30:32.525442+00:00,9988.403882
