opened_at,closed_at,symbol,side,quantity,entry_price,exit_price,pnl,fees
2026-09-18T20:55:43.715854+00:00,2026-09-18T20:55:43.716295+00:00,BTC/USDT,buy,0.05000000,31693.326607,30480.376709,-60.647495,1.524019
2026-09-18T20:55:43.716664+00:00,2026-09-18T20:55:43.717217+00:00,BTC/USDT,buy,0.05000000,31727.918729,31112.946917,-30.748591,1.555647
2026-09-18T20:55:43.719716+00:00,2026-09-18T20:55:43.720427+00:00,BTC/USDT,buy,0.05000000,29717.453842,29711.733811,-0.286002,1.485587
2026-09-18T20:55:43.721130+00:00,2026-09-18T20:55:43.723967+00:00,BTC/USDT,buy,0.05000000,30014.193571,30862.294931,42.405068,1.543115
2026-09-18T20:55:43.725724+00:00,2026-09-18T20:55:43.729776+00:00,BTC/USDT,buy,0.05000000,31125.415278,31495.061931,18.482333,1.574753
2026-09-18T20:55:43.731016+00:00,2026-09-18T20:55:43.732358+00:00,BTC/USDT,buy,0.05000000,31630.439319,32036.099699,20.283019,1.601805
2026-09-18T20:55:43.733225+00:00,2026-09-18T20:55:43.736880+00:00,BTC/USDT,buy,0.05000000,33004.464244,33524.839703,26.018773,1.676242
2026-09-18T20:55:43.737314+00:00,2026-09-18T20:55:43.739933+00:00,BTC/USDT,buy,0.05000000,34351.569263,34165.939415,-9.281492,1.708297
2026-09-18T20:55:43.741411+00:00,2026-09-18T20:55:43.743034+00:00,BTC/USDT,buy,0.05000000,34935.463357,34428.958152,-25.325260,1.721448
2026-09-18T20:55:43.743439+00:00,2026-09-18T20:55:43.743520+00:00,BTC/USDT,buy,0.05000000,34670.186275,34744.152127,3.698293,1.737208
2026-09-18T20:55:43.743652+00:00,2026-09-18T20:55:43.745056+00:00,BTC/USDT,buy,0.05000000,34820.400568,34602.219108,-10.909073,1.730111
2026-09-18T20:55:43.746715+00:00,2026-09-18T20:55:43.748993+00:00,BTC/USDT,buy,0.05000000,35164.060396,34908.939645,-12.756038,1.745447
2026-09-18T20:55:43.761576+00:00,2026-09-18T20:55:43.774229+00:00,BTC/USDT,buy,0.05000000,32297.970289,33395.418203,54.872396,1.669771
2026-09-18T20:55:43.775232+00:00,2026-09-18T20:55:43.776366+00:00,BTC/USDT,buy,0.05000000,34784.944496,33621.974128,-58.148518,1.681099
2026-09-18T20:55:43.777395+00:00,2026-09-18T20:55:43.778508+00:00,BTC/USDT,buy,0.05000000,34682.564452,34042.064317,-32.025007,1.702103
2026-09-18T20:55:43.781650+00:00,2026-09-18T20:55:43.782505+00:00,BTC/USDT,buy,0.05000000,33608.120041,33029.533580,-28.929323,1.651477
2026-09-18T20:55:43.783217+00:00,2026-09-18T20:55:43.783901+00:00,BTC/USDT,buy,0.05000000,33646.249818,33114.998095,-26.562586,1.655750
2026-09-18T20:55:43.785914+00:00,2026-09-18T20:55:43.787183+00:00,BTC/USDT,buy,0.05000000,33140.795210,32750.978802,-19.490820,1.637549
2026-09-18T20:55:43.788177+00:00,2026-09-18T20:55:43.788916+00:00,BTC/USDT,buy,0.05000000,32937.449432,32358.322340,-28.956355,1.617916
