opened_at,closed_at,symbol,side,quantity,entry_price,exit_price,pnl,fees
2026-09-18T21:38:30.878823+00:00,2026-09-18T21:38:30.879164+00:00,BTC/USDT,buy,0.03174601,31515.776451,31185.018377,-10.500248,0.990000
2026-09-18T21:38:30.879428+00:00,2026-09-18T21:38:30.879623+00:00,BTC/USDT,buy,0.03185189,31371.771038,31042.524301,-10.487132,0.988763
2026-09-18T21:38:30.879701+00:00,2026-09-18T21:38:30.880170+00:00,BTC/USDT,buy,0.03214028,31051.446841,30725.561906,-10.474033,0.987528
2026-09-18T21:38:30.882592+00:00,2026-09-18T21:38:30.882776+00:00,BTC/USDT,buy,0.03201737,31131.709715,30804.982421,-10.460950,0.986295
2026-09-18T21:38:30.882946+00:00,2026-09-18T21:38:30.883170+00:00,BTC/USDT,buy,0.03239988,30725.746649,30403.279938,-10.447883,0.985063
2026-09-18T21:38:30.883322+00:00,2026-09-18T21:38:30.884107+00:00,BTC/USDT,buy,0.03265294,30449.538323,31042.999824,19.378266,1.013645
2026-09-18T21:38:30.901459+00:00,2026-09-18T21:38:30.903429+00:00,BTC/USDT,buy,0.03214187,30987.771129,30662.554471,-10.453072,0.985552
2026-09-18T21:38:30.903786+00:00,2026-09-18T21:38:30.905081+00:00,BTC/USDT,buy,0.03261148,30503.396220,30183.263076,-10.440016,0.984321
2026-09-18T21:38:30.905664+00:00,2026-09-18T21:38:30.905810+00:00,BTC/USDT,buy,0.03323571,29893.097583,29579.369524,-10.426975,0.983091
2026-09-18T21:38:30.905934+00:00,2026-09-18T21:38:30.906615+00:00,BTC/USDT,buy,0.03346918,29647.493522,29336.343077,-10.413951,0.981863
2026-09-18T21:38:30.906736+00:00,2026-09-18T21:38:30.907256+00:00,BTC/USDT,buy,0.03371922,29390.896274,29963.724843,19.315330,1.010353
2026-09-18T21:38:30.940902+00:00,2026-09-18T21:38:30.941383+00:00,BTC/USDT,buy,0.03184410,31175.954977,30848.763329,-10.419124,0.982351
2026-09-18T21:38:30.941621+00:00,2026-09-18T21:38:30.942595+00:00,BTC/USDT,buy,0.03205606,30931.128587,30606.506393,-10.406109,0.981124
2026-09-18T21:38:30.942775+00:00,2026-09-18T21:38:30.943111+00:00,BTC/USDT,buy,0.03232264,30637.713500,30316.170697,-10.393111,0.979899
